oshpd_id,FacilityName2,CountyName,system,LICENSED_BED_SIZE,HospitalOwnership,UrbanRuralDesi,TEACHINGDesignation,Category,Tot_ED_NmbVsts,EDStations,EDDXCount,LATITUDE,LONGITUDE,PrimaryCareShortageArea,MentalHealthShortageArea
106010735,Alameda Hospital,Alameda,Alameda Health System,100-149,Government,Urban,Non-Teaching,Mental Health,11185,12,612,37.76266,-122.253991,No,No
106010735,Alameda Hospital,Alameda,Alameda Health System,100-149,Government,Urban,Non-Teaching,All ED Visits,11185,12,11185,37.76266,-122.253991,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Cardiac,27058,22,15,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Mental Health,27058,22,3254,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Respiratory,27058,22,69,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Pneumonia,27058,22,210,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Sepsis,27058,22,121,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Asthma,27058,22,549,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Cancer,27058,22,292,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Stroke,27058,22,15,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,COVID-19 History,27058,22,95,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Hypertension,27058,22,3581,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,COPD,27058,22,195,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Substance Abuse,27058,22,3241,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Diabetes,27058,22,1402,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Active COVID-19,27058,22,610,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Homeless,27058,22,1722,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,27058,22,27058,37.85645,-122.25743,No,No
106010739,Alta Bates Summit Medical Center – Alta Bates Campus,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Obesity,27058,22,131,37.85645,-122.25743,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Substance Abuse,26503,40,310,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Active COVID-19,26503,40,483,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Pneumonia,26503,40,55,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Respiratory,26503,40,22,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Diabetes,26503,40,200,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Stroke,26503,40,1,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Cardiac,26503,40,12,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,All ED Visits,26503,40,26503,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Sepsis,26503,40,1,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Cancer,26503,40,120,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,COPD,26503,40,67,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Hypertension,26503,40,131,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Mental Health,26503,40,2467,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Asthma,26503,40,3368,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,COVID-19 History,26503,40,368,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Obesity,26503,40,490,37.83722,-122.26747,No,No
106010776,UC San Francisco Benioff Children's Hospital Oakland,Alameda,N/A,150-199,Nonprofit,Urban,Teaching,Homeless,26503,40,2326,37.83722,-122.26747,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Obesity,64069,65,781,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Cancer,64069,65,549,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Sepsis,64069,65,40,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,COPD,64069,65,1016,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Stroke,64069,65,40,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Asthma,64069,65,3392,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Hypertension,64069,65,10988,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,COVID-19 History,64069,65,437,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Pneumonia,64069,65,415,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Active COVID-19,64069,65,1421,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Homeless,64069,65,4404,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,All ED Visits,64069,65,64069,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Mental Health,64069,65,6372,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Diabetes,64069,65,6307,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Cardiac,64069,65,141,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Substance Abuse,64069,65,14300,37.79925,-122.23138,No,No
106010846,Highland Hospital,Alameda,Alameda Health System,200-299,Government,Urban,Non-Teaching,Respiratory,64069,65,54,37.79925,-122.23138,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,28307,30,28307,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Mental Health,28307,30,2753,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Hypertension,28307,30,5837,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Substance Abuse,28307,30,4509,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Respiratory,28307,30,195,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Cardiac,28307,30,76,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Pneumonia,28307,30,413,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Obesity,28307,30,161,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Stroke,28307,30,38,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Homeless,28307,30,2544,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,COPD,28307,30,420,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Diabetes,28307,30,2336,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Active COVID-19,28307,30,805,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Asthma,28307,30,683,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Sepsis,28307,30,202,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,Cancer,28307,30,481,37.82106,-122.26257,No,No
106010937,Alta Bates Summit Medical Center,Alameda,Sutter Health,300-499,Nonprofit,Urban,Non-Teaching,COVID-19 History,28307,30,107,37.82106,-122.26257,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Substance Abuse,37111,39,4686,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Respiratory,37111,39,27,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Pneumonia,37111,39,294,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Sepsis,37111,39,61,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Mental Health,37111,39,4412,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Hypertension,37111,39,6499,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Diabetes,37111,39,4499,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Homeless,37111,39,1189,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Asthma,37111,39,1202,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Cancer,37111,39,338,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Obesity,37111,39,393,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Active COVID-19,37111,39,1501,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Cardiac,37111,39,77,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,Stroke,37111,39,15,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,All ED Visits,37111,39,37111,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,COVID-19 History,37111,39,166,37.55847,-121.98006,No,No
106010987,Washington Hospital – Fremont,Alameda,N/A,300-499,Government,Urban,Non-Teaching,COPD,37111,39,643,37.55847,-121.98006,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Substance Abuse,32627,18,4422,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Respiratory,32627,18,454,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Mental Health,32627,18,7722,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Cardiac,32627,18,31,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Pneumonia,32627,18,830,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Obesity,32627,18,3432,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Cancer,32627,18,1101,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Sepsis,32627,18,262,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Homeless,32627,18,367,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Diabetes,32627,18,5608,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Hypertension,32627,18,9880,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Stroke,32627,18,113,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Asthma,32627,18,4258,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,COPD,32627,18,843,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,Active COVID-19,32627,18,741,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,All ED Visits,32627,18,32627,37.55055,-121.97483,No,No
106014132,Kaiser Foundation Hospital – Fremont,Alameda,Kaiser Foundation Hospitals,100-149,Nonprofit,Urban,Non-Teaching,COVID-19 History,32627,18,419,37.55055,-121.97483,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Diabetes,27691,22,1394,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Sepsis,27691,22,61,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Homeless,27691,22,1004,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Respiratory,27691,22,83,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Hypertension,27691,22,2556,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Cancer,27691,22,305,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Pneumonia,27691,22,339,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,COPD,27691,22,213,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Substance Abuse,27691,22,3142,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Obesity,27691,22,119,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,COVID-19 History,27691,22,105,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Stroke,27691,22,18,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Mental Health,27691,22,1731,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Active COVID-19,27691,22,858,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Asthma,27691,22,556,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,Cardiac,27691,22,41,37.6983769,-122.0874055,No,No
106014233,Eden Medical Center,Alameda,Sutter Health,100-149,Nonprofit,Urban,Non-Teaching,All ED Visits,27691,22,27691,37.6983769,-122.0874055,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Substance Abuse,101906,80,12601,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Pneumonia,101906,80,1504,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Obesity,101906,80,6963,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Asthma,101906,80,12333,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Hypertension,101906,80,23614,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Active COVID-19,101906,80,2475,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Sepsis,101906,80,241,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,COVID-19 History,101906,80,1350,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,COPD,101906,80,2726,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Cancer,101906,80,2735,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Mental Health,101906,80,21183,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Cardiac,101906,80,83,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,All ED Visits,101906,80,101906,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Stroke,101906,80,199,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Diabetes,101906,80,12173,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Homeless,101906,80,3147,37.82402,-122.25791,No,No
106014326,Kaiser Foundation Hospital – Oakland/Richmond,Alameda,Kaiser Foundation Hospitals,300-499,Nonprofit,Urban,Non-Teaching,Respiratory,101906,80,745,37.82402,-122.25791,No,No
106014337,Kaiser Foundation Hospital – San Leandro,Alameda,Kaiser Foundation Hospitals,200-299,Nonprofit,Urban,Non-Teaching,Homeless,59463,40,305,37.70611,-122.16917,No,No
106014337,Kaiser Foundation Hospital – San Leandro,Alameda,Kaiser Foundation Hospitals,200-299,Nonprofit,Urban,Non-Teaching,Stroke,59463,40,208,37.70611,-122.16917,No,No
106014337,Kaiser Foundation Hospital – San Leandro,Alameda,Kaiser Foundation Hospitals,200-299,Nonprofit,Urban,Non-Teaching,Substance Abuse,59463,40,7933,37.70611,-122.16917,No,No
106014337,Kaiser Foundation Hospital – San Leandro,Alameda,Kaiser Foundation Hospitals,200-299,Nonprofit,Urban,Non-Teaching,Sepsis,59463,40,534,37.70611,-122.16917,No,No
106014337,Kaiser Foundation Hospital – San Leandro,Alameda,Kaiser Foundation Hospitals,200-299,Nonprofit,Urban,Non-Teaching,Cardiac,59463,40,30,37.70611,-122.16917,No,No
106014337,Kaiser Foundation Hospital – San Leandro,Alameda,Kaiser Foundation Hospitals,200-299,Nonprofit,Urban,Non-Teaching,Cancer,59463,40,1804,37.70611,-122.16917,No,No
106014337,Kaiser Foundation Hospital – San Leandro,Alameda,Kaiser Foundation Hospitals,200-299,Nonprofit,Urban,Non-Teaching,Mental Health,59463,40,12773,37.70611,-122.16917,No,No
106014337,Kaiser Foundation Hospital – San Leandro,Alameda,Kaiser Foundation Hospitals,200-299,Nonprofit,Urban,Non-Teaching,Pneumonia,59463,40,1418,37.70611,-122.16917,No,No
106014337,Kaiser Foundation Hospital – San Leandro,Alameda,Kaiser Foundation Hospitals,200-299,Nonprofit,Urban,Non-Teaching,Diabetes,59463,40,9575,37.70611,-122.16917,No,No
106014337,Kaiser Foundation Hospital – San Leandro,Alameda,Kaiser Foundation Hospitals,200-299,Nonprofit,Urban,Non-Teaching,Asthma,59463,40,8218,37.70611,-122.16917,No,No
